iter;dataset;cls;method;param;value;score
2;bpic2012_declined_exp_prefix_new_5;rf;single_index;max_features;0.8767908039418684;0.6025386199769523
2;bpic2012_declined_exp_prefix_new_5;rf;single_index;processing_time;5008.471026420593;0
