iter;dataset;cls;method;param;value;score
2;traffic_fines_1_exp_prefix_new_5;rf;single_index;max_features;0.24182252322793607;0.7965796256609337
2;traffic_fines_1_exp_prefix_new_5;rf;single_index;processing_time;5435.1171000003815;0
